crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
typed-builder,31621614,7094788,2025-03-20T11:43:37.134151Z,2017-10-04T23:49:38.955558Z,0.21.0,Compile-time type-checked builder derive,https://github.com/idanarye/rust-typed-builder
thrift,31580867,6095455,2022-11-14T01:43:24.276250Z,2017-04-10T20:06:33.767390Z,0.17.0,Rust bindings for the Apache Thrift RPC system,https://github.com/apache/thrift/tree/master/lib/rs
os_pipe,31525644,5533753,2024-08-01T21:02:02.296411Z,2016-07-12T16:41:51.109567Z,1.2.1,a cross-platform library for opening OS pipes,https://github.com/oconnor663/os_pipe.rs
cesu8,31488385,7363115,2016-05-15T12:20:41.086989Z,2014-12-07T17:43:28.641160Z,1.1.0,Convert to and from CESU-8 encoding (similar to UTF-8),https://github.com/emk/cesu8-rs
ouroboros,31406797,5940332,2025-01-11T04:16:42.134017Z,2020-09-20T00:54:06.963212Z,0.18.5,"Easy, safe self-referential struct generation.",https://github.com/someguynamedjosh/ouroboros
bigdecimal,31362455,7093173,2025-04-01T04:18:08.395802Z,2017-04-05T23:48:11.922233Z,0.4.8,Arbitrary precision decimal numbers,https://github.com/akubera/bigdecimal-rs
aws-config,31361628,6089534,2025-03-27T19:15:04.309970Z,2021-10-21T20:08:43.344710Z,1.6.1,AWS SDK config and credential provider implementations.,https://github.com/smithy-lang/smithy-rs
psm,31336708,6766857,2025-02-14T12:00:36.565835Z,2018-12-29T17:52:03.479403Z,0.1.25,Portable Stack Manipulation: stack manipulation and introspection routines,https://github.com/rust-lang/stacker/
cxx-build,31323131,5323365,2025-04-08T00:59:07.144177Z,2020-04-30T01:59:02.039905Z,1.0.156,C++ code generator for integrating `cxx` crate into a Cargo build.,https://github.com/dtolnay/cxx
opentelemetry-proto,31266139,8111492,2025-03-22T00:14:17.935511Z,2022-09-13T02:34:50.358356Z,0.29.0,Protobuf generated files and transformations.,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-proto
ouroboros_macro,31110444,5917208,2025-01-11T04:16:12.258915Z,2020-09-20T00:53:05.914063Z,0.18.5,Proc macro for ouroboros crate.,https://github.com/someguynamedjosh/ouroboros
proc-macro-nested,31109224,338445,2021-01-13T22:57:37.841784Z,2018-11-18T10:20:51.180158Z,0.1.7,Support for nested proc-macro-hack invocations,https://github.com/dtolnay/proc-macro-hack
password-hash,30899363,4886095,2024-07-27T20:02:54.918513Z,2020-08-18T19:09:14.097687Z,0.6.0-rc.0,"Traits which describe the functionality of password hashing algorithms,
as well as a `no_std`-friendly implementation of the PHC string format
(a well-defined subset of the Modular Crypt Format a.k.a. MCF)
",https://github.com/RustCrypto/traits
aws-smithy-query,30750788,5814105,2024-03-12T19:43:09.525858Z,2021-10-20T22:55:41.130772Z,0.60.7,AWSQuery and EC2Query Smithy protocol logic for smithy-rs.,https://github.com/smithy-lang/smithy-rs
standback,30729965,1335444,2022-04-07T02:00:50.674122Z,2020-03-06T02:10:24.334925Z,0.4.4,"New standard library, old compiler.",https://github.com/jhpratt/standback
rand_xoshiro,30694642,4749563,2025-01-27T14:40:47.431340Z,2019-01-04T12:34:17.089290Z,0.7.0,"Xoshiro, xoroshiro and splitmix64 random number generators",https://github.com/rust-random/rngs
tiff,30634749,4948210,2024-01-13T20:07:29.470798Z,2018-06-18T11:58:21.121540Z,0.9.1,TIFF decoding and encoding library in pure Rust,https://github.com/image-rs/image-tiff
gloo-timers,30476984,6371654,2023-08-11T16:04:38.773701Z,2019-09-13T11:49:44.838113Z,0.3.0,Convenience crate for working with JavaScript timers,https://github.com/rustwasm/gloo/tree/master/crates/timers
unreachable,30399690,1637977,2017-05-09T20:54:44.587632Z,2015-06-02T22:21:46.648713Z,1.0.0,An unreachable code optimization hint in stable rust.,https://github.com/reem/rust-unreachable.git
bytemuck_derive,30386852,6360611,2025-03-27T20:55:26.887571Z,2020-08-21T01:46:55.033861Z,1.9.3,derive proc-macros for `bytemuck`,https://github.com/Lokathor/bytemuck
scratch,30318070,5077486,2025-03-04T00:14:25.972077Z,2020-09-17T05:19:17.837573Z,1.0.8,Compile-time temporary directory shared by multiple crates and erased by `cargo clean`,https://github.com/dtolnay/scratch
time-macros-impl,30312129,1300676,2021-06-13T00:45:01.234186Z,2020-01-17T03:55:27.689640Z,0.1.2,Procedural macros for the time crate.,https://github.com/time-rs/time
clap_complete,30213378,5868472,2025-03-19T21:29:16.773334Z,2021-12-31T18:24:25.813971Z,4.5.47,Generate shell completion scripts for your clap::Command,https://github.com/clap-rs/clap
unicode-linebreak,30041906,6792007,2023-07-25T11:49:38.560848Z,2018-12-10T20:45:01.729575Z,0.1.5,Implementation of the Unicode Line Breaking Algorithm,https://github.com/axelf4/unicode-linebreak
metrics,30027340,6383381,2024-11-26T15:23:35.549016Z,2015-09-03T22:02:07.047796Z,0.24.1,A lightweight metrics facade.,https://github.com/metrics-rs/metrics
cpp_demangle,29996777,6665576,2024-08-28T18:12:11.171746Z,2016-12-11T23:40:24.693468Z,0.4.4,A crate for demangling C++ symbols,https://github.com/gimli-rs/cpp_demangle
nanorand,29886121,6094140,2022-03-09T00:47:47.205896Z,2020-09-06T02:01:21.666498Z,0.7.0,"A tiny, fast, zero-dep library for random number generation.",https://github.com/Absolucy/nanorand-rs
regex-lite,29865629,10168388,2024-06-09T11:41:06.428247Z,2023-02-28T19:28:27.939514Z,0.1.6,"A lightweight regex engine that optimizes for binary size and compilation time.
",https://github.com/rust-lang/regex/tree/master/regex-lite
aws-sdk-sso,29857835,5740294,2025-03-28T19:04:59.940452Z,2021-05-07T21:38:03.548250Z,1.64.0,AWS SDK for AWS Single Sign-On,https://github.com/awslabs/aws-sdk-rust
curve25519-dalek-derive,29661326,9862453,2023-10-31T17:58:09.620431Z,2023-06-24T03:16:30.221231Z,0.1.1,curve25519-dalek Derives,https://github.com/dalek-cryptography/curve25519-dalek
bytesize,29637239,5041997,2025-03-31T06:28:27.893646Z,2015-04-19T04:55:38.917419Z,2.0.1,an utility for human-readable bytes representations,https://github.com/bytesize-rs/bytesize/
atomic,29429152,5020882,2023-07-29T00:03:01.944006Z,2016-03-30T15:37:44.649798Z,0.6.0,Generic Atomic<T> wrapper type,https://github.com/Amanieu/atomic-rs
smawk,29415590,6026444,2023-09-17T20:46:37.049294Z,2018-08-07T20:23:20.055686Z,0.3.2,Functions for finding row-minima in a totally monotone matrix.,https://github.com/mgeisler/smawk
web-time,29388308,14699030,2024-03-01T10:51:46.373917Z,2023-03-27T06:32:32.213777Z,1.1.0,Drop-in replacement for std::time for Wasm in browsers,https://github.com/daxpedda/web-time
comfy-table,29176242,7120314,2025-02-07T20:10:46.003995Z,2020-01-19T19:39:43.902087Z,7.1.4,An easy to use library for building beautiful tables with automatic content wrapping,https://github.com/nukesor/comfy-table
rusqlite,29163134,4344182,2025-03-05T17:35:38.432966Z,2014-11-21T14:53:31.345189Z,0.34.0,Ergonomic wrapper for SQLite,https://github.com/rusqlite/rusqlite
string_cache_codegen,29063516,3661672,2025-02-20T12:44:04.277085Z,2016-10-28T15:22:43.684874Z,0.5.4,"A codegen library for string-cache, developed as part of the Servo project.",https://github.com/servo/string-cache
rgb,29022367,6771654,2024-08-31T03:07:05.678857Z,2016-06-18T17:02:02.336922Z,0.8.90-alpha.2,"`struct RGB/RGBA/etc.` for sharing pixels between crates + convenience methods for color manipulation.
Allows no-copy high-level interoperability. Also adds common convenience methods and implements standard Rust traits to make `RGB`/`RGBA` pixels and slices first-class Rust objects.",https://github.com/kornelski/rust-rgb
enumflags2,29002807,5182209,2025-01-17T05:21:22.311318Z,2019-01-29T21:27:53.371250Z,0.7.11,Enum-based bit flags,https://github.com/meithecatte/enumflags2
quickcheck,28989828,4484382,2021-01-15T12:44:44.590509Z,2014-11-21T00:20:47.094295Z,1.0.3,Automatic property based testing with shrinking.,https://github.com/BurntSushi/quickcheck
curl-sys,28956655,2775577,2025-02-17T12:12:24.103340Z,2014-12-12T20:33:25.230500Z,0.4.80+curl-8.12.1,Native bindings to the libcurl library,https://github.com/alexcrichton/curl-rust
enumflags2_derive,28943849,5178695,2025-01-17T05:21:11.225531Z,2019-01-29T21:27:19.198123Z,0.7.11,"Do not use directly, use the reexport in the `enumflags2` crate. This allows for better compatibility across versions.",https://github.com/meithecatte/enumflags2
fs-err,28937959,6793282,2025-01-21T21:01:45.321915Z,2020-02-02T22:11:52.276259Z,3.1.0,A drop-in replacement for std::fs with more helpful error messages.,https://github.com/andrewhickman/fs-err
globwalk,28864509,5844076,2024-01-06T20:53:34.390377Z,2018-02-20T19:15:22.386402Z,0.9.1,Glob-matched recursive file system walking.,https://github.com/gilnaa/globwalk
rstest,28637775,6395340,2025-03-02T17:03:59.710515Z,2018-10-14T20:13:18.549988Z,0.25.0,"Rust fixture based test framework. It use procedural macro
to implement fixtures and table based tests.
",https://github.com/la10736/rstest
redis,28603569,7593401,2025-04-06T18:29:50.674108Z,2014-11-21T15:32:46.563387Z,0.29.5,Redis driver for Rust.,https://github.com/redis-rs/redis-rs
cfg-expr,28544220,4358722,2025-04-03T11:35:05.105630Z,2020-01-09T17:16:21.632089Z,0.19.0,A parser and evaluator for Rust `cfg()` expressions.,https://github.com/EmbarkStudios/cfg-expr
axum-macros,28540076,10437967,2025-01-01T10:10:47.779135Z,2021-08-21T16:54:10.664975Z,0.5.0,Macros for axum,https://github.com/tokio-rs/axum
leb128,28493930,3667540,2021-10-04T18:50:22.284194Z,2016-06-13T21:36:16.082670Z,0.2.5,"Read and write DWARF's ""Little Endian Base 128"" (LEB128) variable length integer encoding.",https://github.com/gimli-rs/leb128
assert_matches,28329427,3790610,2021-02-05T04:16:48.301552Z,2016-02-16T20:12:56.686430Z,1.5.0,Asserts that a value matches a pattern,https://github.com/murarth/assert_matches
blake2b_simd,28196113,4659276,2025-02-04T19:25:34.339206Z,2018-08-12T07:17:52.808085Z,1.0.3,a pure Rust BLAKE2b implementation with dynamic SIMD,https://github.com/oconnor663/blake2_simd
typed-arena,28165796,5036904,2023-01-09T06:53:08.531421Z,2015-04-10T16:54:43.348496Z,2.0.2,"The arena, a fast but limited type of allocator",https://github.com/SimonSapin/rust-typed-arena
tikv-jemalloc-sys,28159756,7976569,2024-07-14T15:39:53.008485Z,2020-07-21T11:43:42.741205Z,0.6.0+5.3.0-1-ge13ca993e8ccb9ba9847cc330696e02839f328f7,"Rust FFI bindings to jemalloc
",https://github.com/tikv/jemallocator
tempdir,28153237,3397907,2018-03-21T07:46:03.078845Z,2015-02-22T00:27:07.951648Z,0.3.7,"A library for managing a temporary directory and deleting all contents when it's
dropped.
",https://github.com/rust-lang/tempdir
crc32c,28129978,6365454,2024-06-09T17:15:44.323361Z,2017-09-15T15:21:20.021596Z,0.6.8,Safe implementation for hardware accelerated CRC32C instructions with software fallback,https://github.com/zowens/crc32c
poly1305,28101809,3975267,2024-07-26T21:05:19.712986Z,2016-10-06T21:34:24.248885Z,0.9.0-rc.0,The Poly1305 universal hash function and message authentication code,https://github.com/RustCrypto/universal-hashes
chacha20,28031676,3792441,2025-01-28T23:06:56.507693Z,2016-10-06T21:11:22.073136Z,0.10.0-pre.3,"The ChaCha20 stream cipher (RFC 8439) implemented in pure Rust using traits
from the RustCrypto `cipher` crate, with optional architecture-specific
hardware acceleration (AVX2, SSE2). Additionally provides the ChaCha8, ChaCha12,
XChaCha20, XChaCha12 and XChaCha8 stream ciphers, and also optional
rand_core-compatible RNGs based on those ciphers.
",https://github.com/RustCrypto/stream-ciphers
directories,27966780,3775623,2025-01-12T17:19:05.177535Z,2017-12-18T07:12:55.098997Z,6.0.0,"A tiny mid-level library that provides platform-specific standard locations of directories for config, cache and other data on Linux, Windows and macOS by leveraging the mechanisms defined by the XDG base/user directory specifications on Linux, the Known Folder API on Windows, and the Standard Directory guidelines on macOS.",https://github.com/soc/directories-rs
console_error_panic_hook,27809733,3907680,2021-10-11T17:01:02.936833Z,2018-05-23T22:46:11.047945Z,0.1.7,A panic hook for `wasm32-unknown-unknown` that logs panics to `console.error`,https://github.com/rustwasm/console_error_panic_hook
raw-window-handle,27750774,5137768,2024-05-17T19:41:38.796080Z,2019-07-25T17:59:29.039274Z,0.6.2,Interoperability library for Rust Windowing applications.,https://github.com/rust-windowing/raw-window-handle
flatbuffers,27555347,6336779,2025-02-11T04:26:40.796607Z,2016-06-01T19:18:36.248215Z,25.2.10,Official FlatBuffers Rust runtime library.,https://github.com/google/flatbuffers
utf8-ranges,27485639,1820860,2022-04-04T18:56:49.704446Z,2015-10-16T01:21:55.954778Z,1.0.5,DEPRECATED. Use regex-syntax::utf8 submodule instead.,https://github.com/BurntSushi/utf8-ranges
if_chain,27298205,3678527,2021-08-21T07:29:35.974595Z,2016-12-28T22:56:06.959949Z,1.0.2,Macro for writing nested `if let` expressions.,https://github.com/lambda-fairy/if_chain
local-channel,27199952,4685345,2023-10-29T23:18:52.409270Z,2021-03-29T07:48:18.879481Z,0.1.5,"A non-threadsafe multi-producer, single-consumer, futures-aware, FIFO queue",https://github.com/actix/actix-net
local-waker,27194998,4684824,2023-10-29T23:18:39.529257Z,2021-03-29T08:09:28.331291Z,0.1.4,A synchronization primitive for thread-local task wakeup,https://github.com/actix/actix-net
deadpool-runtime,27065512,8848634,2024-05-04T09:27:46.238904Z,2021-10-26T13:35:13.545355Z,0.1.4,Dead simple async pool utitities for sync managers,https://github.com/bikeshedder/deadpool
uint,26929505,3933304,2024-09-11T09:42:44.055997Z,2017-12-29T16:23:50.415375Z,0.10.0,Large fixed-size integer arithmetic,https://github.com/paritytech/parity-common
signal-hook-mio,26928242,5035721,2024-07-28T18:21:20.566409Z,2020-11-22T16:26:24.100167Z,0.2.4,MIO support for signal-hook,https://github.com/vorner/signal-hook
tracing-appender,26611312,7095580,2023-11-13T19:52:32.457330Z,2020-05-05T17:20:53.142881Z,0.2.3,"Provides utilities for file appenders and making non-blocking writers.
",https://github.com/tokio-rs/tracing
serde-wasm-bindgen,26361256,7839764,2024-02-27T21:32:21.678632Z,2019-05-16T17:15:02.792426Z,0.6.5,Native Serde adapter for wasm-bindgen,https://github.com/RReverser/serde-wasm-bindgen
curl,26233831,2541886,2024-09-30T18:43:21.490945Z,2014-12-16T19:54:14.189051Z,0.4.47,Rust bindings to libcurl for making HTTP requests,https://github.com/alexcrichton/curl-rust
aliasable,26208336,4113752,2021-01-10T04:20:00.538145Z,2020-12-07T03:08:24.212490Z,0.1.3,Basic aliasable (non unique pointer) types,https://github.com/avitex/rust-aliasable
dotenv,26142593,4716921,2019-10-21T16:51:12.672006Z,2014-11-20T20:53:09.509225Z,0.15.0,A `dotenv` implementation for Rust,https://github.com/dotenv-rs/dotenv
winapi-build,26099764,837318,2015-12-16T00:01:49.263868Z,2015-05-21T14:34:59.494700Z,0.1.1,Common code for build.rs in WinAPI -sys crates.,https://github.com/retep998/winapi-rs
hex-literal,26091229,3463321,2025-02-22T15:32:13.912197Z,2018-01-29T07:31:43.468706Z,1.0.0,Macro for converting hexadecimal string to a byte array at compile time,https://github.com/RustCrypto/utils
assert_cmd,26041417,5050063,2024-08-09T01:40:53.120169Z,2018-05-28T20:57:36.584641Z,2.0.16,Test CLI Applications.,https://github.com/assert-rs/assert_cmd.git
dialoguer,25987352,3826326,2023-09-21T22:40:22.202276Z,2017-05-11T06:30:49.422438Z,0.11.0,A command line prompting library.,https://github.com/console-rs/dialoguer
lz4,25962164,5202387,2025-01-07T09:23:34.542720Z,2015-03-02T07:16:36.166359Z,1.28.1,Rust LZ4 bindings library.,https://github.com/10xGenomics/lz4-rs
mach,25950313,3511737,2019-06-01T11:04:57.829203Z,2015-02-01T02:40:31.538953Z,0.3.2,A Rust interface to the user-space API of the Mach 3.0 kernel that underlies OSX.,https://github.com/fitzgen/mach
enum-iterator-derive,25934425,2982881,2024-05-01T05:26:22.763982Z,2018-01-13T06:53:13.620313Z,1.4.0,Procedural macro to derive Sequence,https://github.com/stephaneyfx/enum-iterator.git
smol_str,25899221,6364324,2024-10-23T20:56:36.024822Z,2018-08-16T20:33:17.419277Z,0.3.2,small-string optimized string type with O(1) clone,https://github.com/rust-analyzer/smol_str
enum-iterator,25841371,2953302,2024-05-01T05:26:36.762667Z,2018-07-02T22:17:50.932167Z,2.1.0,Tools to iterate over all values of a type (e.g. all variants of an enumeration),https://github.com/stephaneyfx/enum-iterator.git
kernel32-sys,25840021,822667,2016-04-16T05:05:30.825379Z,2015-01-18T12:13:37.275060Z,0.2.2,Contains function definitions for the Windows API library kernel32. See winapi for types and constants.,https://github.com/retep998/winapi-rs
x25519-dalek,25837779,3082042,2024-02-07T01:14:06.940048Z,2017-09-14T04:44:50.630336Z,2.0.1,"X25519 elliptic curve Diffie-Hellman key exchange in pure-Rust, using curve25519-dalek.",https://github.com/dalek-cryptography/curve25519-dalek/tree/main/x25519-dalek
relative-path,25809726,5862388,2024-05-03T16:21:26.782171Z,2017-11-04T21:07:50.694189Z,1.9.3,"Portable, relative paths for Rust.",https://github.com/udoprog/relative-path
ipnetwork,25734855,5269570,2025-01-07T18:56:45.259380Z,2015-04-24T07:20:40.441668Z,0.21.1,A library to work with IP CIDRs in Rust,https://github.com/achanda/ipnetwork
unsigned-varint,25728506,5237975,2023-11-01T17:52:24.337696Z,2018-08-08T12:16:26.167103Z,0.8.0,unsigned varint encoding,https://github.com/paritytech/unsigned-varint
ndarray,25647778,7401077,2024-08-14T17:38:28.979522Z,2015-12-20T22:11:24.106344Z,0.16.1,An n-dimensional array for general elements and for numerics. Lightweight array views and slicing; views support chunking and splitting.,https://github.com/rust-ndarray/ndarray
procfs,25537283,4132371,2024-10-07T02:29:03.153390Z,2018-06-17T21:50:15.090115Z,0.17.0,Interface to the linux procfs pseudo-filesystem,https://github.com/eminence/procfs
derive_arbitrary,25512844,8835439,2024-11-05T22:20:10.435225Z,2018-10-13T06:40:29.348245Z,1.4.1,Derives arbitrary traits,https://github.com/rust-fuzz/arbitrary
ref-cast-impl,25471711,4471770,2025-03-03T05:04:15.912001Z,2017-10-09T14:41:35.479967Z,1.0.24,Derive implementation for ref_cast::RefCast.,https://github.com/dtolnay/ref-cast
ref-cast,25467949,4472098,2025-03-03T05:04:22.740119Z,2017-10-09T14:42:36.996905Z,1.0.24,Safely cast &T to &U where the struct U contains a single field of type T.,https://github.com/dtolnay/ref-cast
nalgebra,25459671,6334905,2024-10-29T07:43:13.501702Z,2014-11-22T18:53:15.674678Z,0.33.2,General-purpose linear algebra library with transformations and statically-sized or dynamically-sized matrices.,https://github.com/dimforge/nalgebra
base-x,25456018,3583294,2022-06-24T12:54:18.725133Z,2016-03-30T20:16:02.348858Z,0.2.11,Encode/decode any base,https://github.com/OrKoN/base-x-rs
k256,25422747,4126006,2024-09-22T15:05:11.775293Z,2019-12-05T19:11:49.527595Z,0.14.0-pre.2,"secp256k1 elliptic curve library written in pure Rust with support for ECDSA
signing/verification/public-key recovery, Taproot Schnorr signatures (BIP340),
Elliptic Curve Diffie-Hellman (ECDH), and general-purpose secp256k1 elliptic
curve group operations which can be used to implement arbitrary protocols
",https://github.com/RustCrypto/elliptic-curves
rpassword,25363136,2768035,2023-11-11T16:37:16.180862Z,2015-02-11T15:15:30.055223Z,7.3.1,Read passwords in console applications.,https://github.com/conradkleinespel/rpassword
aws-credential-types,25347758,6047624,2025-03-11T21:49:52.932793Z,2022-12-29T17:14:14.380039Z,1.2.2,Types for AWS SDK credentials.,https://github.com/smithy-lang/smithy-rs
vsimd,25314428,6580268,2022-12-28T03:06:21.978295Z,2022-09-01T16:14:34.384319Z,0.8.0,SIMD utilities,https://github.com/Nugine/simd
fiat-crypto,25262233,7129438,2024-05-12T22:29:28.840311Z,2020-02-04T04:31:50.717927Z,0.2.9,Fiat-crypto generated Rust,https://github.com/mit-plv/fiat-crypto
secp256k1,25233037,3422651,2024-10-09T03:25:56.783963Z,2015-05-04T15:32:52.136467Z,0.30.0,Rust wrapper library for Pieter Wuille's `libsecp256k1`. Implements ECDSA and BIP 340 signatures for the SECG elliptic curve group secp256k1 and related utilities.,https://github.com/rust-bitcoin/rust-secp256k1/
chunked_transfer,25209570,3373592,2023-11-23T04:36:30.183912Z,2015-05-03T20:49:01.809744Z,1.5.0,Encoder and decoder for HTTP chunked transfer coding (RFC 7230 § 4.1),https://github.com/frewsxcv/rust-chunked-transfer
tikv-jemallocator,25149503,7677480,2024-07-14T15:42:35.076775Z,2020-07-21T11:46:51.343626Z,0.6.0,"A Rust allocator backed by jemalloc
",https://github.com/tikv/jemallocator
heapless,25097500,5389541,2023-12-04T13:51:20.988844Z,2017-04-27T21:26:06.946020Z,0.8.0,`static` friendly data structures that don't require dynamic memory allocation,https://github.com/japaric/heapless
rstest_macros,25057758,6198274,2025-03-02T17:03:29.390960Z,2022-05-15T15:40:53.435918Z,0.25.0,"Rust fixture based test framework. It use procedural macro
to implement fixtures and table based tests.
",https://github.com/la10736/rstest
ena,25040283,3748090,2024-05-06T18:25:50.618116Z,2016-10-22T10:17:49.884115Z,0.14.3,"Union-find, congruence closure, and other unification code. Based on code from rustc.",https://github.com/rust-lang/ena
fuchsia-cprng,24996847,2863546,2019-02-05T19:31:52.132087Z,2019-01-24T22:37:56.232806Z,0.1.1,Rust crate for the Fuchsia cryptographically secure pseudorandom number generator,https://fuchsia.googlesource.com/fuchsia/+/master/garnet/public/rust/fuchsia-cprng
castaway,24928934,6405429,2024-07-04T17:39:55.743991Z,2021-06-21T15:09:04.697923Z,0.2.3,"Safe, zero-cost downcasting for limited compile-time specialization.",https://github.com/sagebind/castaway
rdrand,24904348,2875527,2023-12-17T18:13:00.776932Z,2014-12-19T20:08:48.552923Z,0.8.3,An implementation of random number generator based on rdrand and rdseed instructions,https://github.com/nagisa/rust_rdrand/
warp,24766448,2756263,2024-04-05T18:25:27.418685Z,2018-03-29T17:38:58.215096Z,0.3.7,serve the web at warp speeds,https://github.com/seanmonstar/warp
radix_trie,24763636,4600567,2020-10-22T10:41:54.463635Z,2015-03-20T20:50:32.652844Z,0.2.1,Generic radix trie data-structure.,https://github.com/michaelsproul/rust_radix_trie
nibble_vec,24709923,4596975,2020-06-27T23:13:10.337313Z,2015-03-20T20:14:32.099919Z,0.1.0,Vector data-structure for half-byte values.,https://github.com/michaelsproul/rust_nibble_vec
difference,24694824,1354815,2018-01-23T17:31:55.462599Z,2015-09-19T05:58:42.573289Z,2.0.0,A Rust text diffing and assertion library.,https://github.com/johannhof/difference.rs
json-patch,24607560,6390030,2025-02-24T15:11:59.402829Z,2017-10-20T20:06:36.954007Z,4.0.0,"RFC 6902, JavaScript Object Notation (JSON) Patch",https://github.com/idubrov/json-patch
endian-type,24588952,4589573,2023-03-06T12:19:53.764548Z,2015-07-27T12:14:06.879984Z,0.2.0,Type safe wrappers for types with a defined byte order,https://github.com/Lolirofle/endian-type.git
nohash-hasher,24554758,5296922,2020-02-17T11:38:13.111407Z,2018-09-18T09:25:56.736884Z,0.2.0,An implementation of `std::hash::Hasher` which does not hash at all.,https://github.com/paritytech/nohash-hasher
opentelemetry_api,24516605,3132725,2023-07-29T21:19:27.301558Z,2019-06-27T22:58:05.309354Z,0.20.0,OpenTelemetry is a metrics collection and distributed tracing framework,https://github.com/open-telemetry/opentelemetry-rust
libredox,24464625,7448498,2024-03-18T16:08:50.782955Z,2023-10-12T18:19:21.825664Z,0.1.3,Redox stable ABI,https://gitlab.redox-os.org/redox-os/libredox.git
parity-scale-codec,24359905,3356784,2025-02-07T08:40:25.109361Z,2019-07-17T16:50:03.458892Z,3.7.4,SCALE - Simple Concatenating Aggregated Little Endians,https://github.com/paritytech/parity-scale-codec
chacha20poly1305,24315490,3354195,2024-10-07T19:26:41.288911Z,2016-10-06T21:17:44.421862Z,0.11.0-pre.2,"Pure Rust implementation of the ChaCha20Poly1305 Authenticated Encryption
with Additional Data Cipher (RFC 8439) with optional architecture-specific
hardware acceleration. Also contains implementations of the XChaCha20Poly1305
extended nonce variant of ChaCha20Poly1305, and the reduced-round
ChaCha8Poly1305 and ChaCha12Poly1305 lightweight variants.
",https://github.com/RustCrypto/AEADs
windows-strings,24283946,16133492,2025-03-18T14:25:41.300351Z,2024-02-02T16:43:56.130574Z,0.4.0,Windows string types,https://github.com/microsoft/windows-rs
primeorder,24255567,6636849,2024-09-22T14:47:38.514201Z,2022-06-30T00:32:33.647355Z,0.14.0-pre.2,"Pure Rust implementation of complete addition formulas for prime order elliptic
curves (Renes-Costello-Batina 2015). Generic over field elements and curve
equation coefficients
",https://github.com/RustCrypto/elliptic-curves
tokio-retry,24215943,7549262,2021-03-06T13:07:27.598743Z,2017-03-05T13:07:28.724889Z,0.3.0,"Extensible, asynchronous retry behaviours for futures/tokio",https://github.com/srijs/rust-tokio-retry
yasna,24155389,3305237,2023-04-06T01:12:13.650001Z,2016-07-02T05:49:33.674203Z,0.5.2,ASN.1 library for Rust,https://github.com/qnighy/yasna.rs
uncased,24104242,3496010,2024-01-22T23:58:04.575341Z,2020-09-06T12:17:56.215109Z,0.9.10,"Case-preserving, ASCII case-insensitive, no_std string types.",https://github.com/SergioBenitez/uncased
primitive-types,24081893,3560202,2024-09-12T11:04:24.027476Z,2018-12-02T14:06:43.175988Z,0.13.1,Primitive types shared by Ethereum and Substrate,https://github.com/paritytech/parity-common
retain_mut,24015529,2988010,2022-05-20T14:25:03.187237Z,2018-11-28T11:03:27.723096Z,0.1.9,Provide retain_mut method that has the same functionality as retain but gives mutable borrow to the predicate.,https://github.com/upsuper/retain_mut
json5,23965131,6475293,2021-09-21T17:53:36.305816Z,2018-07-30T21:46:45.448335Z,0.4.1,A Rust JSON5 serializer and deserializer which speaks Serde.,https://github.com/callum-oakley/json5-rs
take_mut,23959180,2175874,2018-03-20T05:12:48.872959Z,2016-02-14T10:20:19.437725Z,0.2.2,Take a T from a &mut T temporarily,https://github.com/Sgeo/take_mut
http-types,23884718,5613884,2021-08-10T17:22:45.729254Z,2019-08-02T01:35:07.211350Z,2.12.0,Common types for HTTP operations.,https://github.com/http-rs/http-types
byte-slice-cast,23876372,3392963,2025-03-03T10:02:39.494851Z,2017-08-14T17:40:06.948815Z,1.2.3,Safely cast bytes slices from/to slices of built-in fundamental numeric types,https://github.com/sdroege/bytes-num-slice-cast
cadence,23851395,6555959,2024-09-27T00:33:13.269306Z,2015-12-23T03:47:06.588420Z,1.5.0,An extensible Statsd client for Rust,https://github.com/56quarters/cadence
platforms,23752645,1329548,2024-10-30T02:11:34.528995Z,2018-07-27T00:59:32.900267Z,3.5.0,"Rust platform registry with information about valid Rust platforms (target
triple, target_arch, target_os) sourced from the Rust compiler.
",https://github.com/rustsec/rustsec
slotmap,23591782,6282857,2023-11-30T21:58:03.103403Z,2018-07-02T16:03:35.775764Z,1.0.7,Slotmap data structure,https://github.com/orlp/slotmap
sqlx-macros-core,23451727,7395069,2025-01-04T04:30:32.527670Z,2023-02-22T00:45:22.141418Z,0.8.3,"Macro support core for SQLx, the Rust SQL toolkit. Not intended to be used directly.",https://github.com/launchbadge/sqlx
async-broadcast,23429355,6358966,2024-12-23T21:10:23.927278Z,2020-05-29T13:23:37.578954Z,0.7.2,Async broadcast channels,https://github.com/smol-rs/async-broadcast
ttf-parser,23377973,5888104,2024-11-29T19:59:37.395141Z,2019-06-18T11:05:28.494089Z,0.25.1,"A high-level, safe, zero-allocation font parser for TrueType, OpenType, and AAT.",https://github.com/harfbuzz/ttf-parser
secp256k1-sys,23375216,3311030,2024-09-11T20:12:56.781782Z,2019-12-10T20:45:37.791441Z,0.10.1,FFI for Pieter Wuille's `libsecp256k1` library.,https://github.com/rust-bitcoin/rust-secp256k1/
tagptr,23229442,8805297,2021-08-13T09:10:42.049617Z,2021-08-13T09:10:42.049617Z,0.2.0,Strongly typed atomic and non-atomic tagged pointers,https://github.com/oliver-giersch/tagptr.git
